web-scraper-order,web-scraper-start-url,computer_condition,brand,price,processor_ram_storage,address,link_image-src
"1732651980-1042","https://www.expat-dakar.com/ordinateurs?page=133","Neuf","Lenovo","290 000 F Cfa","Lenovo thinkpad x13 i5 11th","Derkle,
                                                                                Dakar",""
"1732651980-1043","https://www.expat-dakar.com/ordinateurs?page=133","D'occasion","Lenovo","170 000 F Cfa","Lenovo T 480S/ I.5 8 génération","Sacré-cœur,
                                                                                Dakar",""
"1732651980-1044","https://www.expat-dakar.com/ordinateurs?page=133","D'occasion","Lenovo","130 000 F Cfa","Lenovo T470S I.5","Sacré-cœur,
                                                                                Dakar",""
"1732651980-1045","https://www.expat-dakar.com/ordinateurs?page=133","D'occasion","Lenovo","150 000 F Cfa","LENOVO T 490 I.5 8 génération","Sacré-cœur,
                                                                                Dakar",""
"1732651980-1046","https://www.expat-dakar.com/ordinateurs?page=133","Venant","MSI","420 000 F Cfa","Promo☄️ Msi Gamer Corei7 Ram32 Gtx 8giga dédié","Médina,
                                                                                Dakar",""
"1732651980-1047","https://www.expat-dakar.com/ordinateurs?page=133","Neuf","HP","200 000 F Cfa","Hp EliteBook 840 G6 Corei5 Ram16Giga","Médina,
                                                                                Dakar",""
"1732651991-1048","https://www.expat-dakar.com/ordinateurs?page=132","Neuf","Dell","400 000 F Cfa","DELL LATITUDE 3440 I5-13GEN/16GO/512SSD","Médina,
                                                                                Dakar",""
"1732651991-1049","https://www.expat-dakar.com/ordinateurs?page=132","Neuf","Apple","2 900 000 F Cfa","MAC STUDIO M2 ULTRA NEUF SCELLER","Almadies,
                                                                                Dakar",""
"1732651991-1050","https://www.expat-dakar.com/ordinateurs?page=132","Venant","Apple","525 000 F Cfa","Macbook Air M2 2022","Plateau,
                                                                                Dakar",""
"1732651991-1051","https://www.expat-dakar.com/ordinateurs?page=132","Venant","Apple","399 000 F Cfa","Macbook Air M1","Plateau,
                                                                                Dakar",""
"1732651991-1052","https://www.expat-dakar.com/ordinateurs?page=132","Venant","Dell","200 000 F Cfa","Dell  All In One Optiplex 7450 | i7","Médina,
                                                                                Dakar",""
"1732651991-1053","https://www.expat-dakar.com/ordinateurs?page=132","Venant","HP","300 000 F Cfa","𝗟𝗘𝗡𝗢𝗩𝗢 𝗧𝗛𝗜𝗡𝗞𝗕𝗢𝗢𝗞 𝟭𝟰 𝗚𝟯 𝗔𝗖𝗟 | 𝗔𝗠𝗗 𝗥𝗬𝗭𝗘𝗡 𝟳 𝟭𝟭𝗚𝗲𝗻","Médina,
                                                                                Dakar",""
"1732651991-1054","https://www.expat-dakar.com/ordinateurs?page=132","Neuf","Lenovo","750 000 F Cfa","Lenovo ThinkPad P15 Gen 3 Core i9 ssd 1 Tera Ram 32 Gb","Cambérène,
                                                                                Dakar",""
"1732651991-1055","https://www.expat-dakar.com/ordinateurs?page=132","Neuf","Dell","380 000 F Cfa","Dell Latitude 5430 de 13 eme Génération i7 ssd 1 Tera Ram 16","Cambérène,
                                                                                Dakar",""
"1732651991-1056","https://www.expat-dakar.com/ordinateurs?page=132","Neuf","cuire","17 000 F Cfa","Sac à dos ordinateur - cuire","Grand-Dakar,
                                                                                Dakar",""
"1732651991-1057","https://www.expat-dakar.com/ordinateurs?page=132","Venant","HP","450 000 F Cfa","HP Elitebook 845 G10 Rayzen 5 Pro","Médina,
                                                                                Dakar",""
"1732652001-1058","https://www.expat-dakar.com/ordinateurs?page=131","Neuf","Dell","300 000 F Cfa","Dell Inspiron 5620 i7 12th GEN","Médina,
                                                                                Dakar",""
"1732652001-1059","https://www.expat-dakar.com/ordinateurs?page=131","Venant","Dell","300 000 F Cfa","Dell Inspiron 16 5620","Médina,
                                                                                Dakar",""
"1732652001-1060","https://www.expat-dakar.com/ordinateurs?page=131","Venant","Lenovo","75 000 F Cfa","Lonovo 120s","Plateau,
                                                                                Dakar",""
"1732652001-1061","https://www.expat-dakar.com/ordinateurs?page=131","Neuf","HP","575 000 F Cfa","HP ProBook 460 G11","Fenêtre mermoz,
                                                                                Dakar",""
"1732652001-1062","https://www.expat-dakar.com/ordinateurs?page=131","Neuf","Apple","350 000 F Cfa","MacBook pro","Plateau,
                                                                                Dakar",""
"1732652001-1063","https://www.expat-dakar.com/ordinateurs?page=131","Venant","Apple","185 000 F Cfa","MacBook air 😍","Plateau,
                                                                                Dakar",""
"1732652001-1064","https://www.expat-dakar.com/ordinateurs?page=131","Neuf","Dell","190 000 F Cfa","Dell latitude","Plateau,
                                                                                Dakar",""
"1732652001-1065","https://www.expat-dakar.com/ordinateurs?page=131","Venant","Dell","145 000 F Cfa","Dell latitude 7490 vPro intel i5 8em","Ouakam,
                                                                                Dakar",""
"1732652001-1066","https://www.expat-dakar.com/ordinateurs?page=131","Venant","Dell","160 000 F Cfa","Dell vostro GAMER","Plateau,
                                                                                Dakar",""
"1732652001-1067","https://www.expat-dakar.com/ordinateurs?page=131","Venant","HP","125 000 F Cfa","HP ELITEBOOK 840 G3 / i5","Médina,
                                                                                Dakar",""
"1732652010-1068","https://www.expat-dakar.com/ordinateurs?page=130","Venant","Apple","950 000 F Cfa","Macbook M1 pro 16 pouces 2021","Plateau,
                                                                                Dakar",""
"1732652010-1069","https://www.expat-dakar.com/ordinateurs?page=130","Neuf","MSI","675 000 F Cfa","Msi thin 15 B13uc core i5 13eme","Plateau,
                                                                                Dakar",""
"1732652010-1070","https://www.expat-dakar.com/ordinateurs?page=130","Venant","ASUS","520 000 F Cfa","Asus vivobook 15 core i7","Plateau,
                                                                                Dakar",""
"1732652010-1071","https://www.expat-dakar.com/ordinateurs?page=130","Neuf","ASUS","650 000 F Cfa","Asus zenbook flip3 i7","Plateau,
                                                                                Dakar",""
"1732652010-1072","https://www.expat-dakar.com/ordinateurs?page=130","Venant","Apple","625 000 F Cfa","Macbook air M2 2022","Plateau,
                                                                                Dakar",""
"1732652010-1073","https://www.expat-dakar.com/ordinateurs?page=130","Venant","Dell","275 000 F Cfa","All in One Tactile i7 DELL Optiplex 7450 AiO 24’","Médina,
                                                                                Dakar",""
"1732652010-1074","https://www.expat-dakar.com/ordinateurs?page=130","Venant","Dell","150 000 F Cfa","Dell I5 disk 500go ram 8gb 6th","Keur Massar,
                                                                                Dakar",""
"1732652010-1075","https://www.expat-dakar.com/ordinateurs?page=130","Neuf","Apple","450 000 F Cfa","Ipad Pro Puce M1 Ecran 12’9 Pouces","Cambérène,
                                                                                Dakar",""
"1732652010-1076","https://www.expat-dakar.com/ordinateurs?page=130","Neuf","Lenovo","950 000 F Cfa","Lenovo ThinkPad P16s Ultra 7 de 14 eme Génération (2024)","Cambérène,
                                                                                Dakar",""
"1732652010-1077","https://www.expat-dakar.com/ordinateurs?page=130","Venant","Lenovo","175 000 F Cfa","Lenovo ThinkPad X1 carbone Core I5 de 6th Lenovo ThinkPad X1","Hlm,
                                                                                Dakar",""
"1732652021-1078","https://www.expat-dakar.com/ordinateurs?page=129","Venant","HP","130 000 F Cfa","HP ALL IN ON Élite ONE ICOR 7","Sicap Sacré-cœur,
                                                                                Dakar",""
"1732652021-1079","https://www.expat-dakar.com/ordinateurs?page=129","Venant","Dell","150 000 F Cfa","ALL IN ONE DELL 9010 / i5","Médina,
                                                                                Dakar",""
"1732652021-1080","https://www.expat-dakar.com/ordinateurs?page=129","Neuf","Dell","230 000 F Cfa","DELL XPS 9360 core i7 Tactile","Médina,
                                                                                Dakar",""
"1732652021-1081","https://www.expat-dakar.com/ordinateurs?page=129","Neuf","HP","200 000 F Cfa","HP EliteBook x360 1030 G2 core i5","Médina,
                                                                                Dakar",""
"1732652021-1082","https://www.expat-dakar.com/ordinateurs?page=129","Neuf","Dell","450 000 F Cfa","Dell xps 15 I7-10gen/16go/512ssd/nvidia","Médina,
                                                                                Dakar",""
"1732652021-1083","https://www.expat-dakar.com/ordinateurs?page=129","Neuf","Apple","300 000 F Cfa","Macbook Air I7/8go/256ssd","Médina,
                                                                                Dakar",""
"1732652021-1084","https://www.expat-dakar.com/ordinateurs?page=129","Neuf","Dell","200 000 F Cfa","DELL LATTITUDE","Médina,
                                                                                Dakar",""
"1732652021-1085","https://www.expat-dakar.com/ordinateurs?page=129","Venant","Lenovo","175 000 F Cfa","Tablette Lenovo Miix 510/520 - SSD 237GB","Comico,
                                                                                Dakar",""
"1732652021-1086","https://www.expat-dakar.com/ordinateurs?page=129","Neuf","Apple","1 600 000 F Cfa","MacBook Pro 14 M3 Pro 18GB","Fenêtre mermoz,
                                                                                Dakar",""
"1732652021-1087","https://www.expat-dakar.com/ordinateurs?page=129","Venant","Apple","800 000 F Cfa","Macbook M1 pro 14 pouces 2021","Plateau,
                                                                                Dakar",""
"1732652032-1088","https://www.expat-dakar.com/ordinateurs?page=128","Venant","ASUS","450 000 F Cfa","Asus Rog Strix Scar","Sicap Sacré-cœur,
                                                                                Dakar",""
"1732652032-1089","https://www.expat-dakar.com/ordinateurs?page=128","Venant","ASUS","550 000 F Cfa","Asus TuF Gaming RTX 3070","Sicap Sacré-cœur,
                                                                                Dakar",""
"1732652032-1090","https://www.expat-dakar.com/ordinateurs?page=128","Neuf","Apple","1 200 000 F Cfa","MacBook m3 pro 14pouces","Parcelles Assainies,
                                                                                Dakar",""
"1732652032-1091","https://www.expat-dakar.com/ordinateurs?page=128","Venant","Microsoft Surface","290 000 F Cfa","Surface pro 7 plus","Parcelles Assainies,
                                                                                Dakar",""
"1732652032-1092","https://www.expat-dakar.com/ordinateurs?page=128","Neuf","HP","220 000 F Cfa","Promo☄️ Hp EliteBook 830 Corei7 512ssd Ram16","Médina,
                                                                                Dakar",""
"1732652032-1093","https://www.expat-dakar.com/ordinateurs?page=128","Neuf","Lenovo","250 000 F Cfa","Promo☄️Lenovo X1 Carbon Corei7 512ssd Ram16","Médina,
                                                                                Dakar",""
"1732652032-1094","https://www.expat-dakar.com/ordinateurs?page=128","Venant","MSI","420 000 F Cfa","Msi Gamer Corei7 Ram32 Nvidi Gtx 8Giga dédié","Médina,
                                                                                Dakar",""
"1732652032-1095","https://www.expat-dakar.com/ordinateurs?page=128","Neuf","HP","200 000 F Cfa","Hp EliteBook 840 G6 Corei5 Ram16","Médina,
                                                                                Dakar",""
"1732652032-1096","https://www.expat-dakar.com/ordinateurs?page=128","Venant","Dell","190 000 F Cfa","Dell 5400 /i5 /512G /16G","Plateau,
                                                                                Dakar",""
"1732652032-1097","https://www.expat-dakar.com/ordinateurs?page=128","Venant","Lenovo","125 000 F Cfa","Lenovo Ideapad 15 pouces icor 5","Sacré-cœur,
                                                                                Dakar",""
"1732652042-1098","https://www.expat-dakar.com/ordinateurs?page=127","Neuf","HP","325 000 F Cfa","Hp EliteBook 850 G7 i7 10th Génération 15 inch","Médina,
                                                                                Dakar",""
"1732652042-1099","https://www.expat-dakar.com/ordinateurs?page=127","Venant","Lenovo","170 000 F Cfa","Lenovo T490","Plateau,
                                                                                Dakar",""
"1732652042-1100","https://www.expat-dakar.com/ordinateurs?page=127","Neuf","Apple","430 000 F Cfa","iMac 27 pouce","Parcelles Assainies,
                                                                                Dakar",""
"1732652042-1101","https://www.expat-dakar.com/ordinateurs?page=127","Neuf","HP","190 000 F Cfa","Hp 1030","Parcelles Assainies,
                                                                                Dakar",""
"1732652042-1102","https://www.expat-dakar.com/ordinateurs?page=127","Venant","HP","225 000 F Cfa","ALL IN ONE HP EliteOne 800 G3","Médina,
                                                                                Dakar",""
"1732652042-1103","https://www.expat-dakar.com/ordinateurs?page=127","Neuf","Apple","525 000 F Cfa","MacBook Pro Touch Bar Puce M1","Médina,
                                                                                Dakar",""
"1732652042-1104","https://www.expat-dakar.com/ordinateurs?page=127","D'occasion","Apple","175 000 F Cfa","MacBook Air 2015","Nord foire,
                                                                                Dakar",""
"1732652042-1105","https://www.expat-dakar.com/ordinateurs?page=127","Venant","ASUS","140 000 F Cfa","Asus Vivobook 15 i5 12GB 512GB SSD","Sicap foire,
                                                                                Dakar",""
"1732652042-1106","https://www.expat-dakar.com/ordinateurs?page=127","Venant","HP","170 000 F Cfa","HP Probook 640 G8 14 i5 16GB 256GB SSD","Sicap foire,
                                                                                Dakar",""
"1732652042-1107","https://www.expat-dakar.com/ordinateurs?page=127","Venant","HP","180 000 F Cfa","HP Probook 650 G4 i5 16GB 500GB","Sicap foire,
                                                                                Dakar",""
"1732652054-1108","https://www.expat-dakar.com/ordinateurs?page=126","Neuf","Apple","850 000 F Cfa","MacBook Pro M1 14 Pouces année 2021","Médina,
                                                                                Dakar",""
"1732652054-1109","https://www.expat-dakar.com/ordinateurs?page=126","Neuf","Apple","550 000 F Cfa","MacBook Pro 16 pouces Touch Bar 2019","Médina,
                                                                                Dakar",""
"1732652054-1110","https://www.expat-dakar.com/ordinateurs?page=126","Venant","Lenovo","300 000 F Cfa","Lenovo ThinkPad T14 G3 14""","Golf,
                                                                                Dakar",""
"1732652054-1111","https://www.expat-dakar.com/ordinateurs?page=126","Neuf","Apple","875 000 F Cfa","MacBook Pro M1 Pro 2021 16Go 512Go","Derkle,
                                                                                Dakar",""
"1732652054-1112","https://www.expat-dakar.com/ordinateurs?page=126","Neuf","HP","190 000 F Cfa","Promo☄️ Hp EliteBook 850 G6 Corei5","Médina,
                                                                                Dakar",""
"1732652054-1113","https://www.expat-dakar.com/ordinateurs?page=126","Neuf","HP","250 000 F Cfa","Promo☄️ Hp EliteBook 1030x360 Corei7 512 Ram16","Médina,
                                                                                Dakar",""
"1732652054-1114","https://www.expat-dakar.com/ordinateurs?page=126","Venant","HP","175 000 F Cfa","ALL IN ONE HP PRO ONE 600 G1 CORE I5","Médina,
                                                                                Dakar",""
"1732652054-1115","https://www.expat-dakar.com/ordinateurs?page=126","Neuf","Apple","2 800 000 F Cfa","MACBOOK PRO M3 MAX 16 POUCES 1TO RAM 48GO","Plateau,
                                                                                Dakar",""
"1732652054-1116","https://www.expat-dakar.com/ordinateurs?page=126","Venant","HP","180 000 F Cfa","HP ELITEBOOK 840 G6","Plateau,
                                                                                Dakar",""
"1732652054-1117","https://www.expat-dakar.com/ordinateurs?page=126","Neuf","Apple","780 000 F Cfa","MacBook Air M2 13.6 pouces STARLIGTH (2023)","Médina,
                                                                                Dakar",""
"1732652064-1118","https://www.expat-dakar.com/ordinateurs?page=125","Neuf","HP","350 000 F Cfa","Hp elite Dragonfly G2 I5/16go/512ssd","Médina,
                                                                                Dakar",""
"1732652064-1119","https://www.expat-dakar.com/ordinateurs?page=125","D'occasion","Dell","175 000 F Cfa","All in on dell optiplex 5250","Gueule-Tapée,
                                                                                Dakar",""
"1732652064-1120","https://www.expat-dakar.com/ordinateurs?page=125","Neuf","HP","365 000 F Cfa","Hp EliteBook 1040 g7 i7 x 360 yoga(14 pouces)","Médina,
                                                                                Dakar",""
"1732652064-1121","https://www.expat-dakar.com/ordinateurs?page=125","Venant","HP","200 000 F Cfa","Hp EliteBook 830 g5 i5 8th TACTILE","Médina,
                                                                                Dakar",""
"1732652064-1122","https://www.expat-dakar.com/ordinateurs?page=125","Venant","ASUS","65 000 F Cfa","Ordinateur PC Gamer -  i5 3570K & NVIDIA GTX 560 Ti","Comico,
                                                                                Dakar",""
"1732652064-1123","https://www.expat-dakar.com/ordinateurs?page=125","D'occasion","HP","360 000 F Cfa","Hp elitebook 1030 g8 i7","Plateau,
                                                                                Dakar",""
"1732652064-1124","https://www.expat-dakar.com/ordinateurs?page=125","Venant","Dell","280 000 F Cfa","Dell Latitude 7410 - I7 10thVPro | 16GB RAM | 256","Point-e,
                                                                                Dakar",""
"1732652064-1125","https://www.expat-dakar.com/ordinateurs?page=125","Venant","Dell","180 000 F Cfa","Dell Latitude 7490 - I5 8th | 16GB RAM | 256","Point-e,
                                                                                Dakar",""
"1732652064-1126","https://www.expat-dakar.com/ordinateurs?page=125","Neuf","Apple","490 000 F Cfa","MacBook Pro Touch Bar 2020 Puce M1","Médina,
                                                                                Dakar",""
"1732652064-1127","https://www.expat-dakar.com/ordinateurs?page=125","Neuf","HP","325 000 F Cfa","Promo Hp ÉLITE x360 1040 G7 Notebook PC core i7 vPro
de 10th","Hlm,
                                                                                Dakar",""
"1732652075-1128","https://www.expat-dakar.com/ordinateurs?page=124","Réconditionné","HP","129 900 F Cfa","Ordinateur HP core i5 promotion","Médina,
                                                                                Dakar",""
"1732652075-1129","https://www.expat-dakar.com/ordinateurs?page=124","Venant","Lenovo","145 000 F Cfa","Lenovo x1 carbon core i7 ram 8gb","Keur Massar,
                                                                                Dakar",""
"1732652075-1130","https://www.expat-dakar.com/ordinateurs?page=124","Neuf","HP","275 000 F Cfa","Ordinateur portable HP neuf","Médina,
                                                                                Dakar",""
"1732652075-1131","https://www.expat-dakar.com/ordinateurs?page=124","Neuf","Lenovo","250 000 F Cfa","Promo ☄️ Lenovo X1 Carbon ultra fin 512 Ram16","Médina,
                                                                                Dakar",""
"1732652075-1132","https://www.expat-dakar.com/ordinateurs?page=124","Neuf","Lenovo","250 000 F Cfa","Promo☄️Hp EliteBook 830 Corei7 512ssd Ram16","Médina,
                                                                                Dakar",""
"1732652075-1133","https://www.expat-dakar.com/ordinateurs?page=124","Neuf","HP","250 000 F Cfa","Promo☄️Hp EliteBook 1030x360 Corei7 512ssd Ram16","Médina,
                                                                                Dakar",""
"1732652075-1134","https://www.expat-dakar.com/ordinateurs?page=124","Neuf","HP","190 000 F Cfa","Promo☄️Hp EliteBook 850 G6 Corei5 256ssd Ram8","Médina,
                                                                                Dakar",""
"1732652075-1135","https://www.expat-dakar.com/ordinateurs?page=124","Venant","HP","120 000 F Cfa","HP PROBOOK 450 G3","Médina,
                                                                                Dakar",""
"1732652075-1136","https://www.expat-dakar.com/ordinateurs?page=124","Venant","Lenovo","170 000 F Cfa","Lenovo L380 YOGA","Plateau,
                                                                                Dakar",""
"1732652075-1137","https://www.expat-dakar.com/ordinateurs?page=124","D'occasion","Apple","375 000 F Cfa","Imac slim _2017_ Retina 5k","Gueule-Tapée,
                                                                                Dakar",""
"1732652084-1138","https://www.expat-dakar.com/ordinateurs?page=123","Neuf","Lenovo","250 000 F Cfa","Promo☄️Lenovo Thinkpad X1 Carbon Corei7 512 Ram16","Médina,
                                                                                Dakar",""
"1732652084-1139","https://www.expat-dakar.com/ordinateurs?page=123","Venant","HP","214 900 F Cfa","HP ELITEBOOK 1030 X 360 G2 CORE I5","Médina,
                                                                                Dakar",""
"1732652084-1140","https://www.expat-dakar.com/ordinateurs?page=123","Venant","Dell","149 999 F Cfa","Dell Core i5 10e génération","Médina,
                                                                                Dakar",""
"1732652084-1141","https://www.expat-dakar.com/ordinateurs?page=123","Venant","Dell","300 000 F Cfa","Dell 55 20 11th Gen","Plateau,
                                                                                Dakar",""
"1732652084-1142","https://www.expat-dakar.com/ordinateurs?page=123","Venant","Apple","480 000 F Cfa","MacBook Air 13.6 M2","Plateau,
                                                                                Dakar",""
"1732652084-1143","https://www.expat-dakar.com/ordinateurs?page=123","Venant","Lenovo","125 000 F Cfa","Gamer ordinateur portable","Guediawaye,
                                                                                Dakar",""
"1732652084-1144","https://www.expat-dakar.com/ordinateurs?page=123","Neuf","Apple","750 000 F Cfa","MacBook pro m2 2022 16go/512go","Derkle,
                                                                                Dakar",""
"1732652084-1145","https://www.expat-dakar.com/ordinateurs?page=123","Neuf","HP","480 000 F Cfa","Dell 5340 cor i7 de 13th génération","Médina,
                                                                                Dakar",""
"1732652084-1146","https://www.expat-dakar.com/ordinateurs?page=123","Neuf","Apple","835 000 F Cfa","iMac 2021 24pouces 256giga ram8","Médina,
                                                                                Dakar",""
"1732652084-1147","https://www.expat-dakar.com/ordinateurs?page=123","Neuf","HP","490 000 F Cfa","HP Elitebook 840 G8 i7 11th Gen 14 Pouces","Médina,
                                                                                Dakar",""
"1732652094-1148","https://www.expat-dakar.com/ordinateurs?page=122","Venant","HP","60 000 F Cfa","ORDINATEUR DE BUREAU COMPLET","Patte d‘oie,
                                                                                Dakar",""
"1732652094-1149","https://www.expat-dakar.com/ordinateurs?page=122","Neuf","Apple","875 000 F Cfa","MacBook Pro M1 Pro 16 pouces 16Go 512go","Derkle,
                                                                                Dakar",""
"1732652094-1150","https://www.expat-dakar.com/ordinateurs?page=122","Neuf","HP","400 000 F Cfa","SURFACE PRO 7+","Médina,
                                                                                Dakar",""
"1732652094-1151","https://www.expat-dakar.com/ordinateurs?page=122","Neuf","Dji","475 000 F Cfa","Dji Mini 3 Pro 4K 48MegaPixels Fly more combo","Derkle,
                                                                                Dakar",""
"1732652094-1152","https://www.expat-dakar.com/ordinateurs?page=122","Neuf","Apple","500 000 F Cfa","iMac 27 pouces 5K 32Go SSD 512Go","Derkle,
                                                                                Dakar",""
"1732652094-1153","https://www.expat-dakar.com/ordinateurs?page=122","Neuf","HP","850 000 F Cfa","Hp zbook Fury 17 G8 Core i9 avec Rtx A5000 de 16 Gb dedie","Cambérène,
                                                                                Dakar",""
"1732652094-1154","https://www.expat-dakar.com/ordinateurs?page=122","Venant","Dell","150 000 F Cfa","Dell 7480 i5 16/512","Médina,
                                                                                Dakar",""
"1732652094-1155","https://www.expat-dakar.com/ordinateurs?page=122","Venant","MSI","420 000 F Cfa","Promo☄️Msi Gamer Corei7 Ram32 Gtx 8Giga dédié","Médina,
                                                                                Dakar",""
"1732652094-1156","https://www.expat-dakar.com/ordinateurs?page=122","Neuf","HP","250 000 F Cfa","Promo☄️ Hp EliteBook 1030x360 Corei7 512 Ram16","Médina,
                                                                                Dakar",""
"1732652094-1157","https://www.expat-dakar.com/ordinateurs?page=122","Neuf","HP","220 000 F Cfa","Promo☄️ Hp EliteBook 830 Corei7 512ssd Ram16","Médina,
                                                                                Dakar",""
"1732652105-1158","https://www.expat-dakar.com/ordinateurs?page=121","Venant","HP","175 000 F Cfa","ALL IN ONE HP ELITEONE 800 G2 | I5","Médina,
                                                                                Dakar",""
"1732652105-1159","https://www.expat-dakar.com/ordinateurs?page=121","Venant","Dell","100 000 F Cfa","Dell dual core","Médina,
                                                                                Dakar",""
"1732652105-1160","https://www.expat-dakar.com/ordinateurs?page=121","Venant","Microsoft Surface","315 000 F Cfa","Surface laptop Surface laptop 4 core i5 de 11th","Hlm,
                                                                                Dakar",""
"1732652105-1161","https://www.expat-dakar.com/ordinateurs?page=121","Neuf","Apple","1 499 000 F Cfa","MacBook Pro 14 pouces M3 Pro 18GB","Fenêtre mermoz,
                                                                                Dakar",""
"1732652105-1162","https://www.expat-dakar.com/ordinateurs?page=121","Neuf","HP","450 000 F Cfa","Hp 1030 x360 i7","Plateau,
                                                                                Dakar",""
"1732652105-1163","https://www.expat-dakar.com/ordinateurs?page=121","Venant","Apple","875 000 F Cfa","MacBook M3 Pro 14 Pouce 2023","Hann maristes,
                                                                                Dakar",""
"1732652105-1164","https://www.expat-dakar.com/ordinateurs?page=121","Neuf","Dell","425 000 F Cfa","Dell Latitude 7330 i7 16GB SSD 512","Fenêtre mermoz,
                                                                                Dakar",""
"1732652105-1165","https://www.expat-dakar.com/ordinateurs?page=121","Neuf","Dell","425 000 F Cfa","Dell Latitude 5430 i7 16GB SSD 512","Fenêtre mermoz,
                                                                                Dakar",""
"1732652105-1166","https://www.expat-dakar.com/ordinateurs?page=121","Venant","Apple","180 000 F Cfa","Macbook pro retina 2015","Plateau,
                                                                                Dakar",""
"1732652105-1167","https://www.expat-dakar.com/ordinateurs?page=121","Neuf","Dell","550 000 F Cfa","DELL PRECISION 3581 I7/Ram 32Go/SSD 512Go","Plateau,
                                                                                Dakar",""
"1732652115-1168","https://www.expat-dakar.com/ordinateurs?page=120","Neuf","Lenovo","500 000 F Cfa","Lenovo ThinkPad T14s Gen 4 2024 16Go 512Go Tactile","Dieuppeul,
                                                                                Dakar",""
"1732652115-1169","https://www.expat-dakar.com/ordinateurs?page=120","Neuf","HP","290 000 F Cfa","HP elitbook 840 g6 i7 32go/512go","Derkle,
                                                                                Dakar",""
"1732652115-1170","https://www.expat-dakar.com/ordinateurs?page=120","D'occasion","Apple","225 000 F Cfa","Imac slim _21.5 _ 2017 4k","Gueule-Tapée,
                                                                                Dakar",""
"1732652115-1171","https://www.expat-dakar.com/ordinateurs?page=120","Neuf","Microsoft Surface","850 000 F Cfa","SURFACE PRO 9 CORE i5","Almadies,
                                                                                Dakar",""
"1732652115-1172","https://www.expat-dakar.com/ordinateurs?page=120","Neuf","ASUS","1 850 000 F Cfa","ASUS ZENBOOK PRO 14 OLED UX6404V Core i9","Almadies,
                                                                                Dakar",""
"1732652115-1173","https://www.expat-dakar.com/ordinateurs?page=120","Neuf","HP","450 000 F Cfa","HP ELITBOOK 630 G9 i7","Almadies,
                                                                                Dakar",""
"1732652115-1174","https://www.expat-dakar.com/ordinateurs?page=120","Venant","Dell","45 000 F Cfa","Écran pc dell 24 pouces full hd","Yoff,
                                                                                Dakar",""
"1732652115-1175","https://www.expat-dakar.com/ordinateurs?page=120","Venant","Lenovo","575 000 F Cfa","Lenovo ThinkPad P17","Plateau,
                                                                                Dakar",""
"1732652115-1176","https://www.expat-dakar.com/ordinateurs?page=120","Venant","HP","155 000 F Cfa","HP EliteBook 840 G3","Plateau,
                                                                                Dakar",""
"1732652115-1177","https://www.expat-dakar.com/ordinateurs?page=120","D'occasion","Apple","700 000 F Cfa","Mac Mini M2 Pro 16GB SSD 512","Fenêtre mermoz,
                                                                                Dakar",""
"1732652125-1178","https://www.expat-dakar.com/ordinateurs?page=119","Neuf","Apple","950 000 F Cfa","iMAC M3 2023 Écran 24 Pouces","Médina,
                                                                                Dakar",""
"1732652125-1179","https://www.expat-dakar.com/ordinateurs?page=119","Venant","HP","159 900 F Cfa","HP PROBOOK 650 G4","Médina,
                                                                                Dakar",""
"1732652125-1180","https://www.expat-dakar.com/ordinateurs?page=119","Neuf","HP","249 900 F Cfa","HP PRODESK 400 G1 CORE I5","Médina,
                                                                                Dakar",""
"1732652125-1181","https://www.expat-dakar.com/ordinateurs?page=119","Venant","HP","165 000 F Cfa","Hp elitebook 840 i7","Plateau,
                                                                                Dakar",""
"1732652125-1182","https://www.expat-dakar.com/ordinateurs?page=119","Venant","Apple","150 000 F Cfa","MacBook Air i5","Plateau,
                                                                                Dakar",""
"1732652125-1183","https://www.expat-dakar.com/ordinateurs?page=119","D'occasion","Dell","85 000 F Cfa","Dell latitude 3189","Gueule-Tapée,
                                                                                Dakar",""
"1732652125-1184","https://www.expat-dakar.com/ordinateurs?page=119","Venant","Lenovo","310 000 F Cfa","Lenovo thinkPad T14S - I5 11th | 8GB RAM | 256","Point-e,
                                                                                Dakar",""
"1732652125-1185","https://www.expat-dakar.com/ordinateurs?page=119","Venant","Dell","270 000 F Cfa","Dell Latitude 7210 2 in 1 - I7 10th | 16GB RAM | 512","Point-e,
                                                                                Dakar",""
"1732652125-1186","https://www.expat-dakar.com/ordinateurs?page=119","Venant","HP","310 000 F Cfa","HP Envy 15 X360 - AMD Ryzen 5 | 8GB RAM | 256","Point-e,
                                                                                Dakar",""
"1732652125-1187","https://www.expat-dakar.com/ordinateurs?page=119","Venant","MSI","600 000 F Cfa","MSI Modern 15H - I9 13th | 32GB RAM | 1 Téra","Point-e,
                                                                                Dakar",""
"1732652134-1188","https://www.expat-dakar.com/ordinateurs?page=118","Neuf","HUAWEI","350 000 F Cfa","HUAWEI MateBook D14","Médina,
                                                                                Dakar",""
"1732652134-1189","https://www.expat-dakar.com/ordinateurs?page=118","Neuf","HP","350 000 F Cfa","HP EliteBook 830 G7","Médina,
                                                                                Dakar",""
"1732652134-1190","https://www.expat-dakar.com/ordinateurs?page=118","Venant","Microsoft Surface","225 000 F Cfa","SURFACE LAPTOP 2 1769 /i7","Médina,
                                                                                Dakar",""
"1732652134-1191","https://www.expat-dakar.com/ordinateurs?page=118","Neuf","HP","250 000 F Cfa","HP ELITEBOOK","Médina,
                                                                                Dakar",""
