web-scraper-order,web-scraper-start-url,computer_condition,brand,price,processor_ram_storage,address,link_image-src
"1732650833-1","https://www.expat-dakar.com/ordinateurs?page=250","Neuf","Toshiba","18 000 F Cfa","Disk HDD 500G ou 1T","Dieuppeul,
                                                                                Dakar",""
"1732650833-2","https://www.expat-dakar.com/ordinateurs?page=250","Réconditionné","Dell","200 000 F Cfa","DELL 5Ghz.16go.2go graphique","Gueule-Tapée,
                                                                                Dakar",""
"1732650833-3","https://www.expat-dakar.com/ordinateurs?page=250","D'occasion","Dell","40 000 F Cfa","Core2.250go.19.Ordinateur Complet","Gueule-Tapée,
                                                                                Dakar",""
"1732650833-4","https://www.expat-dakar.com/ordinateurs?page=250","D'occasion","Dell","350 000 F Cfa","Dell Gtx1050Ti 16go Xeon 24""","Gueule-Tapée,
                                                                                Dakar",""
"1732650833-5","https://www.expat-dakar.com/ordinateurs?page=250","Neuf","HP","575 000 F Cfa","HP - Hewlett Packard ALL-IN-ONE  core i5","Gueule-Tapée,
                                                                                Dakar",""
"1732650833-6","https://www.expat-dakar.com/ordinateurs?page=250","Neuf","","18 000 F Cfa","Extension de portée WiFi AC1200Mbps","Grand-Dakar,
                                                                                Dakar",""
"1732650833-7","https://www.expat-dakar.com/ordinateurs?page=250","Neuf","","14 000 F Cfa","Manette Ps4 - DualShock 4 v2","Grand-Dakar,
                                                                                Dakar",""
"1732650833-8","https://www.expat-dakar.com/ordinateurs?page=250","Neuf","Samsung","579 000 F Cfa","S24 ultra","Hann maristes,
                                                                                Dakar",""
"1732650833-9","https://www.expat-dakar.com/ordinateurs?page=250","Venant","Samsung","499 900 F Cfa","S24 ultra","Hann maristes,
                                                                                Dakar",""
"1732650833-10","https://www.expat-dakar.com/ordinateurs?page=250","Venant","MSI","435 000 F Cfa","GAMER MSI Prestige blanc","Hlm,
                                                                                Dakar",""
"1732650833-11","https://www.expat-dakar.com/ordinateurs?page=250","Neuf","Samsung","410 000 F Cfa","Fold 4 512giga","Hann maristes,
                                                                                Dakar",""
"1732650833-12","https://www.expat-dakar.com/ordinateurs?page=250","Neuf","Apple","","iMac 27''","Médina,
                                                                                Dakar",""
"1732650833-13","https://www.expat-dakar.com/ordinateurs?page=250","Neuf","Lenovo","150 000 F Cfa","LENOVO","Médina,
                                                                                Dakar",""
"1732650833-14","https://www.expat-dakar.com/ordinateurs?page=250","Venant","Apple","315 000 F Cfa","promo Mac book air rose gold M1 
ssd 256go 
Ram 8go","Hlm,
                                                                                Dakar",""
"1732650833-15","https://www.expat-dakar.com/ordinateurs?page=250","Neuf","iPhone","55 000 F Cfa","iphone 7 plus","Médina,
                                                                                Dakar",""
"1732650833-16","https://www.expat-dakar.com/ordinateurs?page=250","Neuf","iPhone","60 000 F Cfa","✅ iPhone 7 Plus- 32Go- NEUF","Médina,
                                                                                Dakar",""
"1732650833-17","https://www.expat-dakar.com/ordinateurs?page=250","Venant","HP","250 000 F Cfa","HP spectre x360 convertible","Hann maristes,
                                                                                Dakar",""
"1732650843-18","https://www.expat-dakar.com/ordinateurs?page=249","Venant","HP","200 000 F Cfa","HP ProBook 650 G2 i7","Médina,
                                                                                Dakar",""
"1732650843-19","https://www.expat-dakar.com/ordinateurs?page=249","Venant","Lenovo","35 000 F Cfa","Unité central","Médina,
                                                                                Dakar",""
"1732650843-20","https://www.expat-dakar.com/ordinateurs?page=249","D'occasion","Dell","350 000 F Cfa","Core I7.16go.gtx1050.24","Gueule-Tapée,
                                                                                Dakar",""
"1732650843-21","https://www.expat-dakar.com/ordinateurs?page=249","D'occasion","HP","35 000 F Cfa","Ordinateur+17ecran.core2.2go.80go","Colobane,
                                                                                Dakar",""
"1732650843-22","https://www.expat-dakar.com/ordinateurs?page=249","D'occasion","Dell","85 000 F Cfa","Dell core i5","Gueule-Tapée,
                                                                                Dakar",""
"1732650843-23","https://www.expat-dakar.com/ordinateurs?page=249","D'occasion","Dell","40 000 F Cfa","Ordinateur Dual core.+19""","Gueule-Tapée,
                                                                                Dakar",""
"1732650843-24","https://www.expat-dakar.com/ordinateurs?page=249","D'occasion","HP","35 000 F Cfa","Ordinateur+19ecran.core2.2go.80go","Gueule-Tapée,
                                                                                Dakar",""
"1732650843-25","https://www.expat-dakar.com/ordinateurs?page=249","Neuf","HP","600 000 F Cfa","All in one hp 24 tactile core i5","Colobane,
                                                                                Dakar",""
"1732650843-26","https://www.expat-dakar.com/ordinateurs?page=249","Réconditionné","Dell","200 000 F Cfa","Gamer Dell Precision T5400 .7400","Colobane,
                                                                                Dakar",""
"1732650843-27","https://www.expat-dakar.com/ordinateurs?page=249","Venant","HP","180 000 F Cfa","HP ProBook 650 G1 core i7","Médina,
                                                                                Dakar",""
"1732650853-28","https://www.expat-dakar.com/ordinateurs?page=248","Réconditionné","Dell","350 000 F Cfa","GAMER I7 GTX1650","Colobane,
                                                                                Dakar",""
"1732650853-29","https://www.expat-dakar.com/ordinateurs?page=248","Neuf","HP","530 000 F Cfa","Ordinateur de bureau HP 290 G4 I5 10TH","Médina,
                                                                                Dakar",""
"1732650853-30","https://www.expat-dakar.com/ordinateurs?page=248","Réconditionné","Dell","80 000 F Cfa","Ordi Portable Dell Core I5","Gueule-Tapée,
                                                                                Dakar",""
"1732650853-31","https://www.expat-dakar.com/ordinateurs?page=248","Réconditionné","HP","150 000 F Cfa","HP PROBOOK 640 G4 I5","Colobane,
                                                                                Dakar",""
"1732650853-32","https://www.expat-dakar.com/ordinateurs?page=248","Neuf","HP","485 000 F Cfa","Ordinateur de bureau ALL IN ONE HP AIO 200 G4 i3 10th","Médina,
                                                                                Dakar",""
"1732650853-33","https://www.expat-dakar.com/ordinateurs?page=248","Neuf","HP","440 000 F Cfa","ordinateur de bureau HP 290 G4 MT I7 10TH SANS ECRAN","Médina,
                                                                                Dakar",""
"1732650853-34","https://www.expat-dakar.com/ordinateurs?page=248","D'occasion","HP","45 000 F Cfa","HP Core I3 ordinateur complet","Gueule-Tapée,
                                                                                Dakar",""
"1732650853-35","https://www.expat-dakar.com/ordinateurs?page=248","D'occasion","Dell","350 000 F Cfa","GAMER DELL PRECISION 5810 XEON.NVIDIA 4go.32go","Colobane,
                                                                                Dakar",""
"1732650853-36","https://www.expat-dakar.com/ordinateurs?page=248","D'occasion","HP","55 000 F Cfa","Ordinateur Core i5+19","Gueule-Tapée,
                                                                                Dakar",""
"1732650853-37","https://www.expat-dakar.com/ordinateurs?page=248","Neuf","HP","200 000 F Cfa","ECRAN MONITEUR HP 27 POUCES","Plateau,
                                                                                Dakar",""
"1732650862-38","https://www.expat-dakar.com/ordinateurs?page=247","D'occasion","Acer","70 000 F Cfa","Core I5 8go 500go 22"" Wifi","Gueule-Tapée,
                                                                                Dakar",""
"1732650862-39","https://www.expat-dakar.com/ordinateurs?page=247","D'occasion","HP","40 000 F Cfa","Core 2.dual.+19""","Gueule-Tapée,
                                                                                Dakar",""
"1732650862-40","https://www.expat-dakar.com/ordinateurs?page=247","D'occasion","HP","55 000 F Cfa","Ordinateur Core I5","Gueule-Tapée,
                                                                                Dakar",""
"1732650862-41","https://www.expat-dakar.com/ordinateurs?page=247","Neuf","Lenovo","60 000 F Cfa","UC Lenovo core i5","Médina,
                                                                                Dakar",""
"1732650862-42","https://www.expat-dakar.com/ordinateurs?page=247","Neuf","HP","500 000 F Cfa","Hp i7.16go+22""+4go nvidia","Gueule-Tapée,
                                                                                Dakar",""
"1732650862-43","https://www.expat-dakar.com/ordinateurs?page=247","D'occasion","Lenovo","40 000 F Cfa","Ordinateur+19 pouces","Gueule-Tapée,
                                                                                Dakar",""
"1732650862-44","https://www.expat-dakar.com/ordinateurs?page=247","Neuf","HP","400 000 F Cfa","Hp i7.16go+24""+4Go nvidia","Gueule-Tapée,
                                                                                Dakar",""
"1732650862-45","https://www.expat-dakar.com/ordinateurs?page=247","D'occasion","HP","45 000 F Cfa","Core i3.wifi+19","Gueule-Tapée,
                                                                                Dakar",""
"1732650862-46","https://www.expat-dakar.com/ordinateurs?page=247","Neuf","HP","550 000 F Cfa","All In One Hp 200 G4 I5 10TH","Médina,
                                                                                Dakar",""
"1732650862-47","https://www.expat-dakar.com/ordinateurs?page=247","D'occasion","HP","90 000 F Cfa","Core i7.23pouces","Gueule-Tapée,
                                                                                Dakar",""
"1732650872-48","https://www.expat-dakar.com/ordinateurs?page=246","D'occasion","HP","300 000 F Cfa","GAMER HP Z420.16GO.GTX1650","Colobane,
                                                                                Dakar",""
"1732650872-49","https://www.expat-dakar.com/ordinateurs?page=246","D'occasion","ASUS","350 000 F Cfa","Gamer Asus GTX I7","Gueule-Tapée,
                                                                                Dakar",""
"1732650872-50","https://www.expat-dakar.com/ordinateurs?page=246","D'occasion","HP","90 000 F Cfa","Core i7 23pouces","Gueule-Tapée,
                                                                                Dakar",""
"1732650872-51","https://www.expat-dakar.com/ordinateurs?page=246","D'occasion","HP","180 000 F Cfa","Gaming I7.NVIDIA4Go.16GoRAM+.23""","Gueule-Tapée,
                                                                                Dakar",""
"1732650872-52","https://www.expat-dakar.com/ordinateurs?page=246","D'occasion","Autre","350 000 F Cfa","GAMING ASUS NVIDIA GTX  I7 3.33GHZ","Gueule-Tapée,
                                                                                Dakar",""
"1732650872-53","https://www.expat-dakar.com/ordinateurs?page=246","Neuf","Lenovo","410 000 F Cfa","Lenovo IDEAPAD 3 14ITL6 I5 10TH RAM 8 GO DISQUE 512 GO SSD","Médina,
                                                                                Dakar",""
"1732650872-54","https://www.expat-dakar.com/ordinateurs?page=246","D'occasion","Dell","160 000 F Cfa","Portable Dell Core I7","Gueule-Tapée,
                                                                                Dakar",""
"1732650872-55","https://www.expat-dakar.com/ordinateurs?page=246","D'occasion","HP","65 000 F Cfa","Core I5.8go.500go+ 19""","Gueule-Tapée,
                                                                                Dakar",""
"1732650872-56","https://www.expat-dakar.com/ordinateurs?page=246","Neuf","HP","275 000 F Cfa","HP Core I5+19 NEUF","Gueule-Tapée,
                                                                                Dakar",""
"1732650872-57","https://www.expat-dakar.com/ordinateurs?page=246","Neuf","HP","350 000 F Cfa","HP Core I7 neuf + 19""","Gueule-Tapée,
                                                                                Dakar",""
"1732650881-58","https://www.expat-dakar.com/ordinateurs?page=245","Neuf","HP","600 000 F Cfa","ALL IN ONE.Core I5.24""Tactile","Colobane,
                                                                                Dakar",""
"1732650881-59","https://www.expat-dakar.com/ordinateurs?page=245","D'occasion","HP","45 000 F Cfa","Core i3 + 19 pouces","Gueule-Tapée,
                                                                                Dakar",""
"1732650881-60","https://www.expat-dakar.com/ordinateurs?page=245","Neuf","HP","225 000 F Cfa","Hp 6300 core i3+ 19""","Gueule-Tapée,
                                                                                Dakar",""
"1732650881-61","https://www.expat-dakar.com/ordinateurs?page=245","Neuf","HP","200 000 F Cfa","HP 6300 CORE2+19","Gueule-Tapée,
                                                                                Dakar",""
"1732650881-62","https://www.expat-dakar.com/ordinateurs?page=245","Neuf","HP","290 000 F Cfa","Hp 6300 core i7+ 19""","Gueule-Tapée,
                                                                                Dakar",""
"1732650881-63","https://www.expat-dakar.com/ordinateurs?page=245","D'occasion","HP","200 000 F Cfa","GAMER  Z420 Nvidia","Colobane,
                                                                                Dakar",""
"1732650881-64","https://www.expat-dakar.com/ordinateurs?page=245","Réconditionné","HP","350 000 F Cfa","GAMER Z620.640 GTX 1650","Colobane,
                                                                                Dakar",""
"1732650881-65","https://www.expat-dakar.com/ordinateurs?page=245","D'occasion","Dell","150 000 F Cfa","Dell core i7","Gueule-Tapée,
                                                                                Dakar",""
"1732650881-66","https://www.expat-dakar.com/ordinateurs?page=245","D'occasion","Dell","75 000 F Cfa","Dell 6410 core i5","Gueule-Tapée,
                                                                                Dakar",""
"1732650881-67","https://www.expat-dakar.com/ordinateurs?page=245","D'occasion","Lenovo","65 000 F Cfa","Core i5.wifi.8go.500go.19""","Gueule-Tapée,
                                                                                Dakar",""
"1732650891-68","https://www.expat-dakar.com/ordinateurs?page=244","D'occasion","Acer","45 000 F Cfa","Ordinateur Core i3","Gueule-Tapée,
                                                                                Dakar",""
"1732650891-69","https://www.expat-dakar.com/ordinateurs?page=244","Neuf","HP","240 000 F Cfa","Hp 6300 core I5+19","Gueule-Tapée,
                                                                                Dakar",""
"1732650891-70","https://www.expat-dakar.com/ordinateurs?page=244","Neuf","Lenovo","490 000 F Cfa","LENOVO IP3 14ITL6 CORE I7 10TH","Médina,
                                                                                Dakar",""
"1732650891-71","https://www.expat-dakar.com/ordinateurs?page=244","D'occasion","Lenovo","195 000 F Cfa","Core i7.NVIDIA 730.24""","Gueule-Tapée,
                                                                                Dakar",""
"1732650891-72","https://www.expat-dakar.com/ordinateurs?page=244","D'occasion","Dell","35 000 F Cfa","ORDINATEUR COMPLET","Gueule-Tapée,
                                                                                Dakar",""
"1732650891-73","https://www.expat-dakar.com/ordinateurs?page=244","Réconditionné","HP","25 000 F Cfa","ECRAN 22"" AVEC POSSIBILITE HDMI","Colobane,
                                                                                Dakar",""
"1732650891-74","https://www.expat-dakar.com/ordinateurs?page=244","D'occasion","HP","35 000 F Cfa","ORDINATEUR COMPLET ECRAN 19 POUCES","Colobane,
                                                                                Dakar",""
"1732650891-75","https://www.expat-dakar.com/ordinateurs?page=244","D'occasion","Dell","150 000 F Cfa","Dell I7 16go 1to 15.6","Gueule-Tapée,
                                                                                Dakar",""
"1732650891-76","https://www.expat-dakar.com/ordinateurs?page=244","D'occasion","Dell","170 000 F Cfa","DELL ALL IN ONE.I5.24""","Colobane,
                                                                                Dakar",""
"1732650891-77","https://www.expat-dakar.com/ordinateurs?page=244","Réconditionné","Lenovo","90 000 F Cfa","Core I7.8GO.22""wifi","Colobane,
                                                                                Dakar",""
"1732650900-78","https://www.expat-dakar.com/ordinateurs?page=243","Neuf","HP","550 000 F Cfa","HP 430 G8 I5 11Th","Médina,
                                                                                Dakar",""
"1732650900-79","https://www.expat-dakar.com/ordinateurs?page=243","Neuf","HP","485 000 F Cfa","All In One Hp 200 G4 Ecran 24'' pouces","Médina,
                                                                                Dakar",""
"1732650900-80","https://www.expat-dakar.com/ordinateurs?page=243","Neuf","HP","160 000 F Cfa","HP ProBook 640 G2 core i5","Médina,
                                                                                Dakar",""
"1732650900-81","https://www.expat-dakar.com/ordinateurs?page=243","Venant","Lenovo","80 000 F Cfa","unité central Lenovo i5","Médina,
                                                                                Dakar",""
"1732650900-82","https://www.expat-dakar.com/ordinateurs?page=243","Neuf","HP","140 000 F Cfa","Unité Centrale 3500 Pro, Intel Core I3 Ram 4 Go, 500 Go","Médina,
                                                                                Dakar",""
"1732650900-83","https://www.expat-dakar.com/ordinateurs?page=243","Venant","Dell","170 000 F Cfa","DELL latitude 74790 i5 8th Gen","Médina,
                                                                                Dakar",""
"1732650900-84","https://www.expat-dakar.com/ordinateurs?page=243","Neuf","HP","650 000 F Cfa","HP ELITEBOOK 830 G8 i5 11th Ram 16","Médina,
                                                                                Dakar",""
"1732650900-85","https://www.expat-dakar.com/ordinateurs?page=243","D'occasion","HP","90 000 F Cfa","Core i7.8go.500go.23""","Gueule-Tapée,
                                                                                Dakar",""
"1732650900-86","https://www.expat-dakar.com/ordinateurs?page=243","Neuf","HP","625 000 F Cfa","hp probook 450 G8 CORE I5 11TH","Médina,
                                                                                Dakar",""
"1732650900-87","https://www.expat-dakar.com/ordinateurs?page=243","D'occasion","HP","125 000 F Cfa","HP ELITEBOOK 820 G3 I5","Colobane,
                                                                                Dakar",""
"1732650909-88","https://www.expat-dakar.com/ordinateurs?page=242","Neuf","HP","650 000 F Cfa","All In One HP 440 G6","Médina,
                                                                                Dakar",""
"1732650909-89","https://www.expat-dakar.com/ordinateurs?page=242","Venant","HP","49 500 F Cfa","UNITE CENTRALE HP PRODESK DUAL CORE","Médina,
                                                                                Dakar",""
"1732650909-90","https://www.expat-dakar.com/ordinateurs?page=242","D'occasion","Dell","50 000 F Cfa","CORE I5.4GO.500GO.19""","Colobane,
                                                                                Dakar",""
"1732650909-91","https://www.expat-dakar.com/ordinateurs?page=242","Neuf","HP","390 000 F Cfa","HP 15 Core i5.11eme","Colobane,
                                                                                Dakar",""
"1732650909-92","https://www.expat-dakar.com/ordinateurs?page=242","Neuf","Lenovo","730 000 F Cfa","LENOVO AIO V50A Tactile","Médina,
                                                                                Dakar",""
"1732650909-93","https://www.expat-dakar.com/ordinateurs?page=242","Neuf","HP","810 000 F Cfa","All In One Hp dp1037nh 24'' pouces Tactile","Médina,
                                                                                Dakar",""
"1732650909-94","https://www.expat-dakar.com/ordinateurs?page=242","Neuf","Toshiba","18 000 F Cfa","RAM DDR3 pc & desktop","Dieuppeul,
                                                                                Dakar",""
"1732650909-95","https://www.expat-dakar.com/ordinateurs?page=242","Neuf","HP","850 000 F Cfa","Ordinateur Hp X360 14T-DY000 Ecran 14""Tactile + stylet","Médina,
                                                                                Dakar",""
"1732650909-96","https://www.expat-dakar.com/ordinateurs?page=242","Neuf","HP","510 000 F Cfa","Ordinateur de bureau ALL IN ONE hp aio df1063 i3 11TH","Médina,
                                                                                Dakar",""
"1732650909-97","https://www.expat-dakar.com/ordinateurs?page=242","Neuf","HP","510 000 F Cfa","Ordinateur de bureau HP PRO 300 G6 MT I5 10TH","Médina,
                                                                                Dakar",""
"1732650919-98","https://www.expat-dakar.com/ordinateurs?page=241","Neuf","ASUS","340 000 F Cfa","ASUS X543U I3 10TH","Médina,
                                                                                Dakar",""
"1732650919-99","https://www.expat-dakar.com/ordinateurs?page=241","Neuf","HP","575 000 F Cfa","HP PAVILLON X360 15T-ER000 i5 11th tactile","Médina,
                                                                                Dakar",""
"1732650919-100","https://www.expat-dakar.com/ordinateurs?page=241","Neuf","Lenovo","249 998 F Cfa","Lenovo V130 All In One Dual Core 4gb 1Tera","Médina,
                                                                                Dakar",""
"1732650919-101","https://www.expat-dakar.com/ordinateurs?page=241","Neuf","Lenovo","320 000 F Cfa","Ordinateur Lenovo V15-IIL","Médina,
                                                                                Dakar",""
"1732650919-102","https://www.expat-dakar.com/ordinateurs?page=241","Venant","HP","70 000 F Cfa","Ordinateur de bureau HP PRODESK 400 G1 DUAL CORE","Médina,
                                                                                Dakar",""
"1732650919-103","https://www.expat-dakar.com/ordinateurs?page=241","Neuf","HP","12 000 F Cfa","Hp Clavier + Souris Sans Fil CS700","Médina,
                                                                                Dakar",""
"1732650919-104","https://www.expat-dakar.com/ordinateurs?page=241","Neuf","HP","500 000 F Cfa","HP 14-cf2222nia i7 10th Ram 12Go Rom 1To Ecran 14""","Médina,
                                                                                Dakar",""
"1732650919-105","https://www.expat-dakar.com/ordinateurs?page=241","Venant","HP","70 000 F Cfa","Hp Probook 11 g2 tactile","Parcelles Assainies,
                                                                                Dakar",""
"1732650919-106","https://www.expat-dakar.com/ordinateurs?page=241","D'occasion","HP","75 000 F Cfa","ORDINATEUR COMPLET avec ONDULEUR+Wi-Fi","Colobane,
                                                                                Dakar",""
"1732650919-107","https://www.expat-dakar.com/ordinateurs?page=241","Venant","Lenovo","125 000 F Cfa","Lenovo L430 i5","Médina,
                                                                                Dakar",""
"1732650926-108","https://www.expat-dakar.com/ordinateurs?page=240","Neuf","HP","510 000 F Cfa","Hp All In One df1063ny i3 11th gen Ram 4Go Rom 1To Ecran 24""","Médina,
                                                                                Dakar",""
"1732650926-109","https://www.expat-dakar.com/ordinateurs?page=240","Neuf","HP","485 000 F Cfa","All In One Hp 200 G4","Médina,
                                                                                Dakar",""
"1732650926-110","https://www.expat-dakar.com/ordinateurs?page=240","Neuf","Lenovo","410 000 F Cfa","Ordinateur Lenovo Ideapad 3 14ITL6","Médina,
                                                                                Dakar",""
"1732650926-111","https://www.expat-dakar.com/ordinateurs?page=240","Neuf","HP","399 000 F Cfa","HP 240 G8  CORE I5","Médina,
                                                                                Dakar",""
"1732650926-112","https://www.expat-dakar.com/ordinateurs?page=240","Venant","HP","90 000 F Cfa","Ordinateur de bureau Hp 400G1","Médina,
                                                                                Dakar",""
"1732650926-113","https://www.expat-dakar.com/ordinateurs?page=240","Neuf","HP","710 000 F Cfa","All In One Hp DF1103D Rom 1To+256Go","Médina,
                                                                                Dakar",""
"1732650926-114","https://www.expat-dakar.com/ordinateurs?page=240","Neuf","Dell","525 000 F Cfa","Dell Lattitude 5520 i5 11th Ram 16Go","Médina,
                                                                                Dakar",""
"1732650926-115","https://www.expat-dakar.com/ordinateurs?page=240","Neuf","Lenovo","310 000 F Cfa","Ordinateur Lenovo E15 G2 cor i3","Médina,
                                                                                Dakar",""
"1732650926-116","https://www.expat-dakar.com/ordinateurs?page=240","Neuf","HP","550 000 F Cfa","All In One Hp  200 G4  Ecran 22""","Médina,
                                                                                Dakar",""
"1732650926-117","https://www.expat-dakar.com/ordinateurs?page=240","Neuf","HP","470 000 F Cfa","Ordinateur Hp Pavilion CS3153CL Ecran 15.6'' Pouces tactile","Médina,
                                                                                Dakar",""
"1732650948-118","https://www.expat-dakar.com/ordinateurs?page=235","Neuf","HP","535 000 F Cfa","Hp Probook 450 G9 core i5 12th gen","Médina,
                                                                                Dakar",""
"1732650948-119","https://www.expat-dakar.com/ordinateurs?page=235","Venant","Lenovo","60 000 F Cfa","Ordinateur Lenovo thinkcentre m700 mini","Médina,
                                                                                Dakar",""
"1732650948-120","https://www.expat-dakar.com/ordinateurs?page=235","Venant","Lenovo","200 000 F Cfa","All in on Lenovo M910z i5 tactile","Médina,
                                                                                Dakar",""
"1732650948-121","https://www.expat-dakar.com/ordinateurs?page=235","Neuf","HP","610 000 F Cfa","Hp ProBook 450 G9 Core i7 12th gen","Médina,
                                                                                Dakar",""
"1732650948-122","https://www.expat-dakar.com/ordinateurs?page=235","Neuf","HP","610 000 F Cfa","HP ProBook 440 G9 core i7 12th gen","Médina,
                                                                                Dakar",""
"1732650948-123","https://www.expat-dakar.com/ordinateurs?page=235","Neuf","Lenovo","60 000 F Cfa","Lenovo  ThinkPad 11e","Médina,
                                                                                Dakar",""
"1732650948-124","https://www.expat-dakar.com/ordinateurs?page=235","Venant","HP","135 000 F Cfa","HP EliteBook 8470p i7 ram 8 3.0 GHZ","Médina,
                                                                                Dakar",""
"1732650948-125","https://www.expat-dakar.com/ordinateurs?page=235","Neuf","MSI","80 000 F Cfa","Boitier pc gamer","Médina,
                                                                                Dakar",""
"1732650948-126","https://www.expat-dakar.com/ordinateurs?page=235","Venant","Dell","40 000 F Cfa","Ordinateur Dell Wyse 3040 mini Pc","Médina,
                                                                                Dakar",""
"1732650948-127","https://www.expat-dakar.com/ordinateurs?page=235","Venant","Dell","325 000 F Cfa","Dell vostro 5490 Gamer 10eme Generation","Sicap foire,
                                                                                Dakar",""
"1732650956-128","https://www.expat-dakar.com/ordinateurs?page=234","Réconditionné","Lenovo","150 000 F Cfa","Lenovo T440P CORE I7 14""","Colobane,
                                                                                Dakar",""
"1732650956-129","https://www.expat-dakar.com/ordinateurs?page=234","Neuf","","25 000 F Cfa","Disque dur SSD 512GB","Dieuppeul,
                                                                                Dakar",""
"1732650956-130","https://www.expat-dakar.com/ordinateurs?page=234","Neuf","Lenovo","610 000 F Cfa","LENOVO THINKPAD E14 GEN 4","Médina,
                                                                                Dakar",""
"1732650956-131","https://www.expat-dakar.com/ordinateurs?page=234","D'occasion","HP","55 000 F Cfa","Ordinateur core i5","Colobane,
                                                                                Dakar",""
"1732650956-132","https://www.expat-dakar.com/ordinateurs?page=234","D'occasion","HP","100 000 F Cfa","CORE I7.8GO.500GO.22""","Colobane,
                                                                                Dakar",""
"1732650956-133","https://www.expat-dakar.com/ordinateurs?page=234","D'occasion","HP","65 000 F Cfa","CORE I5.8GO.500GO.20""","Colobane,
                                                                                Dakar",""
"1732650956-134","https://www.expat-dakar.com/ordinateurs?page=234","Venant","HP","209 998 F Cfa","Ordinateur Hp elite X2 m7","Médina,
                                                                                Dakar",""
"1732650956-135","https://www.expat-dakar.com/ordinateurs?page=234","Réconditionné","HP","110 000 F Cfa","Ordinateur Portable Hp Elitebook 820 G3 i5 Tactile","Médina,
                                                                                Dakar",""
"1732650956-136","https://www.expat-dakar.com/ordinateurs?page=234","Neuf","Lenovo","610 000 F Cfa","LENOVO THINKPAD E15 GEN 4 core I5 12th gen","Médina,
                                                                                Dakar",""
"1732650956-137","https://www.expat-dakar.com/ordinateurs?page=234","Réconditionné","Lenovo","75 000 F Cfa","X360.11,6.Hp Dell lenovo","Colobane,
                                                                                Dakar",""
"1732651122-138","https://www.expat-dakar.com/ordinateurs?page=233","Venant","Lenovo","290 000 F Cfa","Gamer lenovo P50 i7 ram 16, 4 go dédié","Médina,
                                                                                Dakar",""
"1732651122-139","https://www.expat-dakar.com/ordinateurs?page=233","Venant","Dell","145 000 F Cfa","Gamer Dell 6540 i5 4th","Médina,
                                                                                Dakar",""
"1732651122-140","https://www.expat-dakar.com/ordinateurs?page=233","Venant","Lenovo","140 000 F Cfa","Lenovo E530 i7 ram 8, 15 pouces","Médina,
                                                                                Dakar",""
"1732651122-141","https://www.expat-dakar.com/ordinateurs?page=233","Neuf","Autre","25 000 F Cfa","Hub USB C 3 in 1 ou 8 in 1","Liberte 6 extension,
                                                                                Dakar",""
"1732651122-142","https://www.expat-dakar.com/ordinateurs?page=233","Neuf","HP","25 000 F Cfa","extender tp link n300 deux antenne","Dieuppeul,
                                                                                Dakar",""
"1732651122-143","https://www.expat-dakar.com/ordinateurs?page=233","Neuf","Lenovo","125 000 F Cfa","Ordinateur Lenovo L520 i7 ram 8","Médina,
                                                                                Dakar",""
"1732651122-144","https://www.expat-dakar.com/ordinateurs?page=233","Réconditionné","Lenovo","130 000 F Cfa","LENOVO T470","Colobane,
                                                                                Dakar",""
"1732651122-145","https://www.expat-dakar.com/ordinateurs?page=233","Neuf","Autre","5 000 F Cfa","Clavier filaire + souris","Dieuppeul,
                                                                                Dakar",""
"1732651122-146","https://www.expat-dakar.com/ordinateurs?page=233","Réconditionné","HP","100 000 F Cfa","HP ELITEBOOK 12.5"" CORE I5","Colobane,
                                                                                Dakar",""
"1732651122-147","https://www.expat-dakar.com/ordinateurs?page=233","Réconditionné","Lenovo","175 000 F Cfa","ALL IN ONE TACTILE 24""","Colobane,
                                                                                Dakar",""
"1732651154-148","https://www.expat-dakar.com/ordinateurs?page=222","Neuf","HP","995 000 F Cfa","PC HP all in one 27 pouces Core i7","Plateau,
                                                                                Dakar",""
"1732651154-149","https://www.expat-dakar.com/ordinateurs?page=222","Neuf","HP","150 000 F Cfa","HP 3500 CORE I3","Médina,
                                                                                Dakar",""
"1732651154-150","https://www.expat-dakar.com/ordinateurs?page=222","Neuf","Lenovo","80 000 F Cfa","X360 TACTILE  DELL, LENOVO 11.6"" NEUF","Colobane,
                                                                                Dakar",""
"1732651154-151","https://www.expat-dakar.com/ordinateurs?page=222","Réconditionné","Dell","75 000 F Cfa","DELL LATITUDE E 5440 I3","Colobane,
                                                                                Dakar",""
"1732651154-152","https://www.expat-dakar.com/ordinateurs?page=222","Neuf","Lenovo","290 000 F Cfa","LENOVO IDEAPAD CORE I3 13TH GEN","Médina,
                                                                                Dakar",""
"1732651154-153","https://www.expat-dakar.com/ordinateurs?page=222","Venant","Dell","75 000 F Cfa","Serveur DELL PowerEdge 2950","Plateau,
                                                                                Dakar",""
"1732651154-154","https://www.expat-dakar.com/ordinateurs?page=222","Neuf","Lenovo","399 000 F Cfa","LENOVO IDEAPAD SLIM CORE I5 15 '' 11th GEN","Médina,
                                                                                Dakar",""
"1732651154-155","https://www.expat-dakar.com/ordinateurs?page=222","Neuf","Dell","160 000 F Cfa","Dell latitude 7480 core i5","Médina,
                                                                                Dakar",""
"1732651154-156","https://www.expat-dakar.com/ordinateurs?page=222","Venant","Dell","180 000 F Cfa","All IN ON DELL 7460 i5 24Pouces","Médina,
                                                                                Dakar",""
